0.25,0.3,0.1,0.1,0.2,0.05
0.8,0.02,0.03,0.07,0.07,0.01
0.02,0.8,0.03,0.05,0.09,0.01
0.05,0.02,0.8,0.06,0.06,0.01
0.04,0.04,0.04,0.8,0.07,0.01
0.04,0.04,0.04,0.07,0.8,0.01
0.04,0.04,0.04,0.04,0.04,0.8
0.1,0.3,0.2,0.2,0.1,0.1
0.1,0.1,0.3,0.1,0.3,0.1
0.1,0.3,0.05,0.2,0.15,0.2
0.2,0.1,0.1,0.3,0.2,0.1
0.2,0.3,0.05,0.25,0.1,0.1
0.05,0.2,0.15,0.3,0.05,0.25